"","grid2","grid1","dist","pairid","dcat"
"2179","37_78","46_101",2141,"37_78.46_101",">1500"
"2180","37_76","46_101",2287,"37_76.46_101",">1500"
"2181","36_101","46_101",1111,"36_101.46_101","1101-1300"
"2182","36_100","46_101",1114,"36_100.46_101","1101-1300"
"2183","36_97","46_101",1159,"36_97.46_101","1101-1300"
"2184","36_96","46_101",1186,"36_96.46_101","1101-1300"
"2185","36_95","46_101",1217,"36_95.46_101","1101-1300"
"2186","36_82","46_101",1928,"36_82.46_101",">1500"
"2187","35_102","46_101",1224,"35_102.46_101","1101-1300"
"2188","35_101","46_101",1222,"35_101.46_101","1101-1300"
"2189","35_99","46_101",1233,"35_99.46_101","1101-1300"
"2190","35_79","46_101",2206,"35_79.46_101",">1500"
"2191","34_101","46_101",1333,"34_101.46_101","1301-1500"
"2192","34_82","46_101",2081,"34_82.46_101",">1500"
"2193","50_110","46_100",861,"50_110.46_100","701-900"
"2194","49_107","46_100",619,"49_107.46_100","501-700"
"2195","48_103","46_100",317,"48_103.46_100","301-500"
"2196","48_102","46_100",269,"48_102.46_100","100-300"
"2197","48_101","46_100",235,"48_101.46_100","100-300"
"2198","48_100","46_100",222,"48_100.46_100","100-300"
"2199","47_108","46_100",618,"47_108.46_100","501-700"
"2200","47_103","46_100",254,"47_103.46_100","100-300"
"2201","47_102","46_100",188,"47_102.46_100","100-300"
"2202","47_101","46_100",135,"47_101.46_100","100-300"
"2203","47_100","46_100",111,"47_100.46_100","100-300"
"2204","47_99","46_100",135,"47_99.46_100","100-300"
"2205","47_98","46_100",188,"47_98.46_100","100-300"
"2206","46_103","46_100",230,"46_103.46_100","100-300"
"2207","46_102","46_100",154,"46_102.46_100","100-300"
"2208","46_101","46_100",77,"46_101.46_100","<100"
"2209","46_99","46_100",77,"46_99.46_100","<100"
"2210","45_105","46_100",403,"45_105.46_100","301-500"
"2211","45_104","46_100",329,"45_104.46_100","301-500"
"2212","45_103","46_100",258,"45_103.46_100","100-300"
"2213","45_102","46_100",191,"45_102.46_100","100-300"
"2214","45_101","46_100",135,"45_101.46_100","100-300"
"2215","45_100","46_100",111,"45_100.46_100","100-300"
"2216","45_99","46_100",135,"45_99.46_100","100-300"
"2217","45_98","46_100",191,"45_98.46_100","100-300"
"2218","44_102","46_100",272,"44_102.46_100","100-300"
"2219","44_101","46_100",236,"44_101.46_100","100-300"
"2220","44_100","46_100",222,"44_100.46_100","100-300"
"2221","44_99","46_100",236,"44_99.46_100","100-300"
"2222","44_98","46_100",272,"44_98.46_100","100-300"
"2223","44_97","46_100",323,"44_97.46_100","301-500"
"2224","44_89","46_100",887,"44_89.46_100","701-900"
"2225","43_102","46_100",369,"43_102.46_100","301-500"
"2226","43_100","46_100",333,"43_100.46_100","301-500"
"2227","43_99","46_100",343,"43_99.46_100","301-500"
"2228","43_97","46_100",409,"43_97.46_100","301-500"
"2229","43_89","46_100",928,"43_89.46_100","901-1100"
"2230","42_103","46_100",504,"42_103.46_100","501-700"
"2231","42_102","46_100",472,"42_102.46_100","301-500"
"2232","42_101","46_100",452,"42_101.46_100","301-500"
"2233","42_99","46_100",452,"42_99.46_100","301-500"
"2234","42_98","46_100",472,"42_98.46_100","301-500"
"2235","42_95","46_100",596,"42_95.46_100","501-700"
"2236","42_90","46_100",910,"42_90.46_100","901-1100"
"2237","42_89","46_100",980,"42_89.46_100","901-1100"
"2238","41_103","46_100",605,"41_103.46_100","501-700"
"2239","41_102","46_100",578,"41_102.46_100","501-700"
"2240","41_101","46_100",561,"41_101.46_100","501-700"
"2241","41_100","46_100",556,"41_100.46_100","501-700"
"2242","41_92","46_100",848,"41_92.46_100","701-900"
"2243","41_90","46_100",974,"41_90.46_100","901-1100"
"2244","41_76","46_100",1995,"41_76.46_100",">1500"
"2245","40_103","46_100",709,"40_103.46_100","701-900"
"2246","40_102","46_100",686,"40_102.46_100","501-700"
"2247","40_101","46_100",671,"40_101.46_100","501-700"
"2248","40_99","46_100",671,"40_99.46_100","501-700"
"2249","40_96","46_100",741,"40_96.46_100","701-900"
"2250","40_94","46_100",824,"40_94.46_100","701-900"
"2251","40_92","46_100",928,"40_92.46_100","901-1100"
"2252","40_91","46_100",986,"40_91.46_100","901-1100"
"2253","40_90","46_100",1047,"40_90.46_100","901-1100"
"2254","40_89","46_100",1110,"40_89.46_100","1101-1300"
"2255","40_84","46_100",1452,"40_84.46_100","1301-1500"
"2256","40_83","46_100",1524,"40_83.46_100",">1500"
"2257","40_79","46_100",1818,"40_79.46_100",">1500"
"2258","40_77","46_100",1967,"40_77.46_100",">1500"
"2259","40_76","46_100",2043,"40_76.46_100",">1500"
"2260","40_75","46_100",2118,"40_75.46_100",">1500"
"2261","39_103","46_100",815,"39_103.46_100","701-900"
"2262","39_102","46_100",794,"39_102.46_100","701-900"
"2263","39_101","46_100",782,"39_101.46_100","701-900"
"2264","39_100","46_100",778,"39_100.46_100","701-900"
"2265","39_99","46_100",782,"39_99.46_100","701-900"
"2266","39_98","46_100",794,"39_98.46_100","701-900"
"2267","39_97","46_100",815,"39_97.46_100","701-900"
"2268","39_96","46_100",843,"39_96.46_100","701-900"
"2269","39_94","46_100",918,"39_94.46_100","901-1100"
"2270","39_93","46_100",964,"39_93.46_100","901-1100"
"2271","39_92","46_100",1014,"39_92.46_100","901-1100"
"2272","39_91","46_100",1068,"39_91.46_100","901-1100"
"2273","39_90","46_100",1125,"39_90.46_100","1101-1300"
"2274","39_89","46_100",1185,"39_89.46_100","1101-1300"
"2275","39_88","46_100",1247,"39_88.46_100","1101-1300"
"2276","39_83","46_100",1585,"39_83.46_100",">1500"
"2277","39_79","46_100",1873,"39_79.46_100",">1500"
"2278","39_78","46_100",1947,"39_78.46_100",">1500"
"2279","39_77","46_100",2021,"39_77.46_100",">1500"
"2280","39_76","46_100",2095,"39_76.46_100",">1500"
"2281","39_75","46_100",2170,"39_75.46_100",">1500"
"2282","38_103","46_100",922,"38_103.46_100","901-1100"
"2283","38_102","46_100",904,"38_102.46_100","901-1100"
"2284","38_101","46_100",892,"38_101.46_100","701-900"
"2285","38_100","46_100",889,"38_100.46_100","701-900"
"2286","38_99","46_100",892,"38_99.46_100","701-900"
"2287","38_98","46_100",904,"38_98.46_100","901-1100"
"2288","38_97","46_100",922,"38_97.46_100","901-1100"
"2289","38_96","46_100",947,"38_96.46_100","901-1100"
"2290","38_95","46_100",979,"38_95.46_100","901-1100"
"2291","38_94","46_100",1016,"38_94.46_100","901-1100"
"2292","38_93","46_100",1058,"38_93.46_100","901-1100"
"2293","38_92","46_100",1104,"38_92.46_100","1101-1300"
"2294","38_89","46_100",1265,"38_89.46_100","1101-1300"
"2295","38_88","46_100",1325,"38_88.46_100","1301-1500"
"2296","38_87","46_100",1387,"38_87.46_100","1301-1500"
"2297","38_86","46_100",1450,"38_86.46_100","1301-1500"
"2298","38_85","46_100",1516,"38_85.46_100",">1500"
"2299","38_83","46_100",1651,"38_83.46_100",">1500"
"2300","38_79","46_100",1933,"38_79.46_100",">1500"
"2301","38_78","46_100",2006,"38_78.46_100",">1500"
"2302","38_77","46_100",2079,"38_77.46_100",">1500"
"2303","38_76","46_100",2152,"38_76.46_100",">1500"
"2304","38_75","46_100",2227,"38_75.46_100",">1500"
"2305","37_102","46_100",1013,"37_102.46_100","901-1100"
"2306","37_101","46_100",1003,"37_101.46_100","901-1100"
"2307","37_100","46_100",1000,"37_100.46_100","901-1100"
"2308","37_99","46_100",1003,"37_99.46_100","901-1100"
"2309","37_98","46_100",1013,"37_98.46_100","901-1100"
"2310","37_93","46_100",1155,"37_93.46_100","1101-1300"
"2311","37_89","46_100",1350,"37_89.46_100","1301-1500"
"2312","37_88","46_100",1407,"37_88.46_100","1301-1500"
"2313","37_87","46_100",1466,"37_87.46_100","1301-1500"
"2314","37_85","46_100",1590,"37_85.46_100",">1500"
"2315","37_79","46_100",1997,"37_79.46_100",">1500"
"2316","37_78","46_100",2069,"37_78.46_100",">1500"
"2317","37_76","46_100",2213,"37_76.46_100",">1500"
"2318","36_101","46_100",1114,"36_101.46_100","1101-1300"
"2319","36_100","46_100",1111,"36_100.46_100","1101-1300"
"2320","36_97","46_100",1138,"36_97.46_100","1101-1300"
"2321","36_96","46_100",1159,"36_96.46_100","1101-1300"
"2322","36_95","46_100",1186,"36_95.46_100","1101-1300"
"2323","36_82","46_100",1861,"36_82.46_100",">1500"
"2324","35_102","46_100",1233,"35_102.46_100","1101-1300"
"2325","35_101","46_100",1224,"35_101.46_100","1101-1300"
"2326","35_99","46_100",1224,"35_99.46_100","1101-1300"
"2327","35_79","46_100",2137,"35_79.46_100",">1500"
"2328","34_101","46_100",1335,"34_101.46_100","1301-1500"
"2329","34_82","46_100",2017,"34_82.46_100",">1500"
"2330","50_110","46_99",925,"50_110.46_99","901-1100"
"2331","49_107","46_99",683,"49_107.46_99","501-700"
"2332","48_103","46_99",374,"48_103.46_99","301-500"
"2333","48_102","46_99",317,"48_102.46_99","301-500"
"2334","48_101","46_99",269,"48_101.46_99","100-300"
"2335","48_100","46_99",235,"48_100.46_99","100-300"
"2336","47_108","46_99",693,"47_108.46_99","501-700"
"2337","47_103","46_99",324,"47_103.46_99","301-500"
"2338","47_102","46_99",254,"47_102.46_99","100-300"
"2339","47_101","46_99",188,"47_101.46_99","100-300"
"2340","47_100","46_99",135,"47_100.46_99","100-300"
"2341","47_99","46_99",111,"47_99.46_99","100-300"
"2342","47_98","46_99",135,"47_98.46_99","100-300"
"2343","46_103","46_99",307,"46_103.46_99","301-500"
"2344","46_102","46_99",230,"46_102.46_99","100-300"
"2345","46_101","46_99",154,"46_101.46_99","100-300"
"2346","46_100","46_99",77,"46_100.46_99","<100"
"2347","45_105","46_99",478,"45_105.46_99","301-500"
"2348","45_104","46_99",403,"45_104.46_99","301-500"
"2349","45_103","46_99",329,"45_103.46_99","301-500"
"2350","45_102","46_99",258,"45_102.46_99","100-300"
"2351","45_101","46_99",191,"45_101.46_99","100-300"
"2352","45_100","46_99",135,"45_100.46_99","100-300"
"2353","45_99","46_99",111,"45_99.46_99","100-300"
"2354","45_98","46_99",135,"45_98.46_99","100-300"
"2355","44_102","46_99",323,"44_102.46_99","301-500"
"2356","44_101","46_99",272,"44_101.46_99","100-300"
"2357","44_100","46_99",236,"44_100.46_99","100-300"
"2358","44_99","46_99",222,"44_99.46_99","100-300"
"2359","44_98","46_99",236,"44_98.46_99","100-300"
"2360","44_97","46_99",272,"44_97.46_99","100-300"
"2361","44_89","46_99",812,"44_89.46_99","701-900"
"2362","43_102","46_99",409,"43_102.46_99","301-500"
"2363","43_100","46_99",343,"43_100.46_99","301-500"
"2364","43_99","46_99",333,"43_99.46_99","301-500"
"2365","43_97","46_99",369,"43_97.46_99","301-500"
"2366","43_89","46_99",855,"43_89.46_99","701-900"
"2367","42_103","46_99",546,"42_103.46_99","501-700"
"2368","42_102","46_99",504,"42_102.46_99","501-700"
"2369","42_101","46_99",472,"42_101.46_99","301-500"
"2370","42_99","46_99",444,"42_99.46_99","301-500"
"2371","42_98","46_99",452,"42_98.46_99","301-500"
"2372","42_95","46_99",546,"42_95.46_99","501-700"
"2373","42_90","46_99",842,"42_90.46_99","701-900"
"2374","42_89","46_99",910,"42_89.46_99","901-1100"
"2375","41_103","46_99",641,"41_103.46_99","501-700"
"2376","41_102","46_99",605,"41_102.46_99","501-700"
"2377","41_101","46_99",578,"41_101.46_99","501-700"
"2378","41_100","46_99",561,"41_100.46_99","501-700"
"2379","41_92","46_99",789,"41_92.46_99","701-900"
"2380","41_90","46_99",910,"41_90.46_99","901-1100"
"2381","41_76","46_99",1919,"41_76.46_99",">1500"
"2382","40_103","46_99",741,"40_103.46_99","701-900"
"2383","40_102","46_99",709,"40_102.46_99","701-900"
"2384","40_101","46_99",686,"40_101.46_99","501-700"
"2385","40_99","46_99",667,"40_99.46_99","501-700"
"2386","40_96","46_99",709,"40_96.46_99","701-900"
"2387","40_94","46_99",779,"40_94.46_99","701-900"
"2388","40_92","46_99",874,"40_92.46_99","701-900"
"2389","40_91","46_99",928,"40_91.46_99","901-1100"
"2390","40_90","46_99",986,"40_90.46_99","901-1100"
"2391","40_89","46_99",1047,"40_89.46_99","901-1100"
"2392","40_84","46_99",1381,"40_84.46_99","1301-1500"
"2393","40_83","46_99",1452,"40_83.46_99","1301-1500"
"2394","40_79","46_99",1743,"40_79.46_99",">1500"
"2395","40_77","46_99",1892,"40_77.46_99",">1500"
"2396","40_76","46_99",1967,"40_76.46_99",">1500"
"2397","40_75","46_99",2043,"40_75.46_99",">1500"
"2398","39_103","46_99",843,"39_103.46_99","701-900"
"2399","39_102","46_99",815,"39_102.46_99","701-900"
"2400","39_101","46_99",794,"39_101.46_99","701-900"
"2401","39_100","46_99",782,"39_100.46_99","701-900"
"2402","39_99","46_99",778,"39_99.46_99","701-900"
"2403","39_98","46_99",782,"39_98.46_99","701-900"
"2404","39_97","46_99",794,"39_97.46_99","701-900"
"2405","39_96","46_99",815,"39_96.46_99","701-900"
"2406","39_94","46_99",878,"39_94.46_99","701-900"
"2407","39_93","46_99",918,"39_93.46_99","901-1100"
"2408","39_92","46_99",964,"39_92.46_99","901-1100"
"2409","39_91","46_99",1014,"39_91.46_99","901-1100"
"2410","39_90","46_99",1068,"39_90.46_99","901-1100"
"2411","39_89","46_99",1125,"39_89.46_99","1101-1300"
"2412","39_88","46_99",1185,"39_88.46_99","1101-1300"
"2413","39_83","46_99",1515,"39_83.46_99",">1500"
"2414","39_79","46_99",1800,"39_79.46_99",">1500"
"2415","39_78","46_99",1873,"39_78.46_99",">1500"
"2416","39_77","46_99",1947,"39_77.46_99",">1500"
"2417","39_76","46_99",2021,"39_76.46_99",">1500"
"2418","39_75","46_99",2095,"39_75.46_99",">1500"
"2419","38_103","46_99",947,"38_103.46_99","901-1100"
"2420","38_102","46_99",922,"38_102.46_99","901-1100"
"2421","38_101","46_99",904,"38_101.46_99","901-1100"
"2422","38_100","46_99",892,"38_100.46_99","701-900"
"2423","38_99","46_99",889,"38_99.46_99","701-900"
"2424","38_98","46_99",892,"38_98.46_99","701-900"
"2425","38_97","46_99",904,"38_97.46_99","901-1100"
"2426","38_96","46_99",922,"38_96.46_99","901-1100"
"2427","38_95","46_99",947,"38_95.46_99","901-1100"
"2428","38_94","46_99",979,"38_94.46_99","901-1100"
"2429","38_93","46_99",1016,"38_93.46_99","901-1100"
"2430","38_92","46_99",1058,"38_92.46_99","901-1100"
"2431","38_89","46_99",1209,"38_89.46_99","1101-1300"
"2432","38_88","46_99",1265,"38_88.46_99","1101-1300"
"2433","38_87","46_99",1325,"38_87.46_99","1301-1500"
"2434","38_86","46_99",1387,"38_86.46_99","1301-1500"
"2435","38_85","46_99",1450,"38_85.46_99","1301-1500"
"2436","38_83","46_99",1583,"38_83.46_99",">1500"
"2437","38_79","46_99",1861,"38_79.46_99",">1500"
"2438","38_78","46_99",1933,"38_78.46_99",">1500"
"2439","38_77","46_99",2006,"38_77.46_99",">1500"
"2440","38_76","46_99",2079,"38_76.46_99",">1500"
"2441","38_75","46_99",2152,"38_75.46_99",">1500"
"2442","37_102","46_99",1030,"37_102.46_99","901-1100"
"2443","37_101","46_99",1013,"37_101.46_99","901-1100"
"2444","37_100","46_99",1003,"37_100.46_99","901-1100"
"2445","37_99","46_99",1000,"37_99.46_99","901-1100"
"2446","37_98","46_99",1003,"37_98.46_99","901-1100"
"2447","37_93","46_99",1116,"37_93.46_99","1101-1300"
"2448","37_89","46_99",1296,"37_89.46_99","1101-1300"
"2449","37_88","46_99",1350,"37_88.46_99","1301-1500"
"2450","37_87","46_99",1407,"37_87.46_99","1301-1500"
"2451","37_85","46_99",1527,"37_85.46_99",">1500"
"2452","37_79","46_99",1927,"37_79.46_99",">1500"
"2453","37_78","46_99",1997,"37_78.46_99",">1500"
"2454","37_76","46_99",2141,"37_76.46_99",">1500"
"2455","36_101","46_99",1123,"36_101.46_99","1101-1300"
"2456","36_100","46_99",1114,"36_100.46_99","1101-1300"
"2457","36_97","46_99",1123,"36_97.46_99","1101-1300"
"2458","36_96","46_99",1138,"36_96.46_99","1101-1300"
"2459","36_95","46_99",1159,"36_95.46_99","1101-1300"
"2460","36_82","46_99",1796,"36_82.46_99",">1500"
"2461","35_102","46_99",1247,"35_102.46_99","1101-1300"
"2462","35_101","46_99",1233,"35_101.46_99","1101-1300"
"2463","35_99","46_99",1222,"35_99.46_99","1101-1300"
"2464","35_79","46_99",2070,"35_79.46_99",">1500"
"2465","34_101","46_99",1343,"34_101.46_99","1301-1500"
"2466","34_82","46_99",1955,"34_82.46_99",">1500"
"2467","50_110","45_105",669,"50_110.45_105","501-700"
"2468","49_107","45_105",470,"49_107.45_105","301-500"
"2469","48_103","45_105",367,"48_103.45_105","301-500"
"2470","48_102","45_105",404,"48_102.45_105","301-500"
"2471","48_101","45_105",451,"48_101.45_105","301-500"
"2472","48_100","45_105",506,"48_100.45_105","501-700"
"2473","47_108","45_105",320,"47_108.45_105","301-500"
"2474","47_103","45_105",270,"47_103.45_105","100-300"
"2475","47_102","45_105",320,"47_102.45_105","301-500"
"2476","47_101","45_105",379,"47_101.45_105","301-500"
"2477","47_100","45_105",443,"47_100.45_105","301-500"
"2478","47_99","45_105",511,"47_99.45_105","501-700"
"2479","47_98","45_105",581,"47_98.45_105","501-700"
"2480","46_103","45_105",191,"46_103.45_105","100-300"
"2481","46_102","45_105",258,"46_102.45_105","100-300"
"2482","46_101","45_105",329,"46_101.45_105","301-500"
"2483","46_100","45_105",403,"46_100.45_105","301-500"
"2484","46_99","45_105",478,"46_99.45_105","301-500"
"2485","45_104","45_105",78,"45_104.45_105","<100"
"2486","45_103","45_105",156,"45_103.45_105","100-300"
"2487","45_102","45_105",234,"45_102.45_105","100-300"
"2488","45_101","45_105",313,"45_101.45_105","301-500"
"2489","45_100","45_105",391,"45_100.45_105","301-500"
"2490","45_99","45_105",469,"45_99.45_105","301-500"
"2491","45_98","45_105",547,"45_98.45_105","501-700"
"2492","44_102","45_105",261,"44_102.45_105","100-300"
"2493","44_101","45_105",334,"44_101.45_105","301-500"
"2494","44_100","45_105",410,"44_100.45_105","301-500"
"2495","44_99","45_105",486,"44_99.45_105","301-500"
"2496","44_98","45_105",563,"44_98.45_105","501-700"
"2497","44_97","45_105",640,"44_97.45_105","501-700"
"2498","44_89","45_105",1264,"44_89.45_105","1101-1300"
"2499","43_102","45_105",326,"43_102.45_105","301-500"
"2500","43_100","45_105",455,"43_100.45_105","301-500"
"2501","43_99","45_105",526,"43_99.45_105","501-700"
"2502","43_97","45_105",674,"43_97.45_105","501-700"
"2503","43_89","45_105",1289,"43_89.45_105","1101-1300"
"2504","42_103","45_105",370,"42_103.45_105","301-500"
"2505","42_102","45_105",411,"42_102.45_105","301-500"
"2506","42_101","45_105",463,"42_101.45_105","301-500"
"2507","42_99","45_105",585,"42_99.45_105","501-700"
"2508","42_98","45_105",653,"42_98.45_105","501-700"
"2509","42_95","45_105",868,"42_95.45_105","701-900"
"2510","42_90","45_105",1246,"42_90.45_105","1101-1300"
"2511","42_89","45_105",1323,"42_89.45_105","1301-1500"
"2512","41_103","45_105",473,"41_103.45_105","301-500"
"2513","41_102","45_105",506,"41_102.45_105","501-700"
"2514","41_101","45_105",550,"41_101.45_105","501-700"
"2515","41_100","45_105",601,"41_100.45_105","501-700"
"2516","41_92","45_105",1140,"41_92.45_105","1101-1300"
"2517","41_90","45_105",1290,"41_90.45_105","1101-1300"
"2518","41_76","45_105",2374,"41_76.45_105",">1500"
"2519","40_103","45_105",579,"40_103.45_105","501-700"
"2520","40_102","45_105",607,"40_102.45_105","501-700"
"2521","40_101","45_105",644,"40_101.45_105","501-700"
"2522","40_99","45_105",740,"40_99.45_105","701-900"
"2523","40_96","45_105",919,"40_96.45_105","901-1100"
"2524","40_94","45_105",1054,"40_94.45_105","901-1100"
"2525","40_92","45_105",1195,"40_92.45_105","1101-1300"
"2526","40_91","45_105",1267,"40_91.45_105","1101-1300"
"2527","40_90","45_105",1341,"40_90.45_105","1301-1500"
"2528","40_89","45_105",1415,"40_89.45_105","1301-1500"
"2529","40_84","45_105",1794,"40_84.45_105",">1500"
"2530","40_83","45_105",1871,"40_83.45_105",">1500"
"2531","40_79","45_105",2181,"40_79.45_105",">1500"
"2532","40_77","45_105",2337,"40_77.45_105",">1500"
"2533","40_76","45_105",2415,"40_76.45_105",">1500"
"2534","40_75","45_105",2493,"40_75.45_105",">1500"
"2535","39_103","45_105",686,"39_103.45_105","501-700"
