"","pairid","state1","state2","dist","dcat","reg"
"2161","AK-KY","KY","AK",5247,">1500","both"
"2162","CO-KY","KY","CO",1777,">1500","both"
"2163","DE-KY","KY","DE",871,"701-900","east"
"2164","DC-KY","KY","DC",740,"701-900","both"
"2165","HI-KY","KY","HI",6994,">1500","both"
"2166","IN-KY","KY","IN",278,"100-300","east"
"2168","ME-KY","KY","ME",1595,">1500","east"
"2169","MA-KY","KY","MA",1264,"1101-1300","east"
"2170","MI-KY","KY","MI",664,"501-700","east"
"2171","MT-KY","KY","MT",2256,">1500","both"
"2172","NH-KY","KY","NH",1344,"1301-1500","east"
"2173","NM-KY","KY","NM",1905,">1500","both"
"2174","NC-KY","KY","NC",574,"501-700","east"
"2175","OK-KY","KY","OK",1114,"1101-1300","both"
"2176","VI-KY","KY","VI",2972,">1500","both"
"2177","RI-KY","KY","RI",1262,"1101-1300","east"
"2178","TN-KY","KY","TN",209,"100-300","east"
"2179","VT-KY","KY","VT",1288,"1101-1300","east"
"2180","WA-KY","KY","WA",3060,">1500","both"
"2181","WI-KY","KY","WI",883,"701-900","east"
"2182","AS-KY","KY","AS",10572,">1500","both"
"2183","GU-KY","KY","GU",12326,">1500","both"
"2184","MP-KY","KY","MP",12111,">1500","both"
"2185","AZ-ME","ME","AZ",3785,">1500","both"
"2186","AR-ME","ME","AR",2282,">1500","both"
"2187","CA-ME","ME","CA",4243,">1500","both"
"2188","CT-ME","ME","CT",503,"501-700","east"
"2189","FL-ME","ME","FL",2193,">1500","east"
"2190","GA-ME","ME","GA",1868,">1500","east"
"2191","ID-ME","ME","ID",3543,">1500","both"
"2192","IL-ME","ME","IL",1733,">1500","east"
"2193","IA-ME","ME","IA",1982,">1500","both"
"2194","KS-ME","ME","KS",2520,">1500","both"
"2195","LA-ME","ME","LA",2533,">1500","both"
"2196","MD-ME","ME","MD",939,"901-1100","east"
"2197","MN-ME","ME","MN",1943,">1500","both"
"2198","MS-ME","ME","MS",2245,">1500","east"
"2199","MO-ME","ME","MO",2072,">1500","both"
"2200","NE-ME","ME","NE",2497,">1500","both"
"2201","NV-ME","ME","NV",3906,">1500","both"
"2202","NJ-ME","ME","NJ",727,"701-900","east"
"2203","NY-ME","ME","NY",570,"501-700","east"
"2204","ND-ME","ME","ND",2397,">1500","both"
"2205","OH-ME","ME","OH",1242,"1101-1300","east"
"2206","PA-ME","ME","PA",857,"701-900","east"
"2207","SC-ME","ME","SC",1616,">1500","east"
"2208","SD-ME","ME","SD",2436,">1500","both"
"2209","TX-ME","ME","TX",3022,">1500","both"
"2210","UT-ME","ME","UT",3520,">1500","both"
"2211","VA-ME","ME","VA",1186,"1101-1300","east"
"2212","WY-ME","ME","WY",3047,">1500","both"
"2213","PR-ME","ME","PR",3020,">1500","both"
"2214","OR-ME","ME","OR",4005,">1500","both"
"2215","WV-ME","ME","WV",1201,"1101-1300","east"
"2216","AL-ME","ME","AL",2058,">1500","east"
"2217","AK-ME","ME","AK",5288,">1500","both"
"2218","CO-ME","ME","CO",3055,">1500","both"
"2219","DE-ME","ME","DE",877,"701-900","east"
"2220","DC-ME","ME","DC",963,"901-1100","both"
"2221","HI-ME","ME","HI",8202,">1500","both"
"2222","IN-ME","ME","IN",1520,">1500","east"
"2223","KY-ME","ME","KY",1595,">1500","east"
"2225","MA-ME","ME","MA",402,"301-500","east"
"2226","MI-ME","ME","MI",1242,"1101-1300","east"
"2227","MT-ME","ME","MT",3091,">1500","both"
"2228","NH-ME","ME","NH",264,"100-300","east"
"2229","NM-ME","ME","NM",3345,">1500","both"
"2230","NC-ME","ME","NC",1387,"1301-1500","east"
"2231","OK-ME","ME","OK",2615,">1500","both"
"2232","VI-ME","ME","VI",3092,">1500","both"
"2233","RI-ME","ME","RI",450,"301-500","east"
"2234","TN-ME","ME","TN",1787,">1500","east"
"2235","VT-ME","ME","VT",308,"301-500","east"
"2236","WA-ME","ME","WA",3875,">1500","both"
"2237","WI-ME","ME","WI",1636,">1500","east"
"2238","AS-ME","ME","AS",12022,">1500","both"
"2239","GU-ME","ME","GU",12653,">1500","both"
"2240","MP-ME","ME","MP",12433,">1500","both"
"2241","AZ-MA","MA","AZ",3562,">1500","both"
"2242","AR-MA","MA","AR",1967,">1500","both"
"2243","CA-MA","MA","CA",4079,">1500","both"
"2244","CT-MA","MA","CT",104,"100-300","east"
"2245","FL-MA","MA","FL",1792,">1500","east"
"2246","GA-MA","MA","GA",1480,"1301-1500","east"
"2247","ID-MA","MA","ID",3442,">1500","both"
"2248","IL-MA","MA","IL",1476,"1301-1500","east"
"2249","IA-MA","MA","IA",1786,">1500","both"
"2250","KS-MA","MA","KS",2284,">1500","both"
"2251","LA-MA","MA","LA",2181,">1500","both"
"2252","MD-MA","MA","MD",551,"501-700","east"
"2253","MN-MA","MA","MN",1843,">1500","both"
"2254","MS-MA","MA","MS",1892,">1500","east"
"2255","MO-MA","MA","MO",1803,">1500","both"
"2256","NE-MA","MA","NE",2313,">1500","both"
"2257","NV-MA","MA","NV",3753,">1500","both"
"2258","NJ-MA","MA","NJ",332,"301-500","east"
"2259","NY-MA","MA","NY",311,"301-500","east"
"2260","ND-MA","MA","ND",2322,">1500","both"
"2261","OH-MA","MA","OH",944,"901-1100","east"
"2262","PA-MA","MA","PA",522,"501-700","east"
"2263","SC-MA","MA","SC",1221,"1101-1300","east"
"2264","SD-MA","MA","SD",2304,">1500","both"
"2265","TX-MA","MA","TX",2714,">1500","both"
"2266","UT-MA","MA","UT",3349,">1500","both"
"2267","VA-MA","MA","VA",802,"701-900","east"
"2268","WY-MA","MA","WY",2909,">1500","both"
"2269","PR-MA","MA","PR",2714,">1500","both"
"2270","OR-MA","MA","OR",3913,">1500","both"
"2271","WV-MA","MA","WV",847,"701-900","east"
"2272","AL-MA","MA","AL",1689,">1500","east"
"2273","AK-MA","MA","AK",5450,">1500","both"
"2274","CO-MA","MA","CO",2857,">1500","both"
"2275","DE-MA","MA","DE",479,"301-500","east"
"2276","DC-MA","MA","DC",577,"501-700","both"
"2277","HI-MA","MA","HI",8064,">1500","both"
"2278","IN-MA","MA","IN",1241,"1101-1300","east"
"2279","KY-MA","MA","KY",1264,"1101-1300","east"
"2280","ME-MA","MA","ME",402,"301-500","east"
"2282","MI-MA","MA","MI",1053,"901-1100","east"
"2283","MT-MA","MA","MT",3016,">1500","both"
"2284","NH-MA","MA","NH",158,"100-300","east"
"2285","NM-MA","MA","NM",3098,">1500","both"
"2286","NC-MA","MA","NC",992,"901-1100","east"
"2287","OK-MA","MA","OK",2337,">1500","both"
"2288","VI-MA","MA","VI",2802,">1500","both"
"2289","RI-MA","MA","RI",67,"<100","east"
"2290","TN-MA","MA","TN",1442,"1301-1500","east"
"2291","VT-MA","MA","VT",212,"100-300","east"
"2292","WA-MA","MA","WA",3823,">1500","both"
"2293","WI-MA","MA","WI",1492,"1301-1500","east"
"2294","AS-MA","MA","AS",11793,">1500","both"
"2295","GU-MA","MA","GU",12795,">1500","both"
"2296","MP-MA","MA","MP",12575,">1500","both"
"2297","AZ-MI","MI","AZ",2544,">1500","both"
"2298","AR-MI","MI","AR",1167,"1101-1300","both"
"2299","CA-MI","MI","CA",3027,">1500","both"
"2300","CT-MI","MI","CT",998,"901-1100","east"
"2301","FL-MI","MI","FL",1657,">1500","east"
"2302","GA-MI","MI","GA",1207,"1101-1300","east"
"2303","ID-MI","MI","ID",2400,">1500","both"
"2304","IL-MI","MI","IL",537,"501-700","east"
"2305","IA-MI","MI","IA",743,"701-900","both"
"2306","KS-MI","MI","KS",1282,"1101-1300","both"
"2307","LA-MI","MI","LA",1524,">1500","both"
"2308","MD-MI","MI","MD",822,"701-900","east"
"2309","MN-MI","MI","MN",827,"701-900","both"
"2310","MS-MI","MI","MS",1270,"1101-1300","east"
"2311","MO-MI","MI","MO",871,"701-900","both"
"2312","NE-MI","MI","NE",1265,"1101-1300","both"
"2313","NV-MI","MI","NV",2700,">1500","both"
"2314","NJ-MI","MI","NJ",904,"901-1100","east"
"2315","NY-MI","MI","NY",743,"701-900","east"
"2316","ND-MI","MI","ND",1313,"1301-1500","both"
"2317","OH-MI","MI","OH",386,"301-500","east"
"2318","PA-MI","MI","PA",633,"501-700","east"
"2319","SC-MI","MI","SC",1111,"1101-1300","east"
"2320","SD-MI","MI","SD",1255,"1101-1300","both"
"2321","TX-MI","MI","TX",1857,">1500","both"
"2322","UT-MI","MI","UT",2298,">1500","both"
"2323","VA-MI","MI","VA",822,"701-900","east"
"2324","WY-MI","MI","WY",1857,">1500","both"
"2325","PR-MI","MI","PR",3278,">1500","both"
"2326","OR-MI","MI","OR",2873,">1500","both"
"2327","WV-MI","MI","WV",634,"501-700","east"
"2328","AL-MI","MI","AL",1202,"1101-1300","east"
"2329","AK-MI","MI","AK",4734,">1500","both"
"2330","CO-MI","MI","CO",1818,">1500","both"
"2331","DE-MI","MI","DE",912,"901-1100","east"
"2332","DC-MI","MI","DC",815,"701-900","both"
"2333","HI-MI","MI","HI",7011,">1500","both"
"2334","IN-MI","MI","IN",420,"301-500","east"
"2335","KY-MI","MI","KY",664,"501-700","east"
"2336","ME-MI","MI","ME",1242,"1101-1300","east"
"2337","MA-MI","MI","MA",1053,"901-1100","east"
"2339","MT-MI","MI","MT",1994,">1500","both"
"2340","NH-MI","MI","NH",1053,"901-1100","east"
"2341","NM-MI","MI","NM",2108,">1500","both"
"2342","NC-MI","MI","NC",991,"901-1100","east"
"2343","OK-MI","MI","OK",1410,"1301-1500","both"
"2344","VI-MI","MI","VI",3412,">1500","both"
"2345","RI-MI","MI","RI",1087,"901-1100","east"
"2346","TN-MI","MI","TN",861,"701-900","east"
"2347","VT-MI","MI","VT",964,"901-1100","east"
"2348","WA-MI","MI","WA",2810,">1500","both"
"2349","WI-MI","MI","WI",450,"301-500","east"
"2350","AS-MI","MI","AS",10781,">1500","both"
"2351","GU-MI","MI","GU",11960,">1500","both"
"2352","MP-MI","MI","MP",11741,">1500","both"
"2353","AZ-MT","MT","AZ",1425,"1301-1500","west"
"2354","AR-MT","MT","AR",1970,">1500","west"
"2355","CA-MT","MT","CA",1361,"1301-1500","west"
"2356","CT-MT","MT","CT",2977,">1500","both"
"2357","FL-MT","MT","FL",3113,">1500","both"
"2358","GA-MT","MT","GA",2731,">1500","both"
"2359","ID-MT","MT","ID",489,"301-500","west"
"2360","IL-MT","MT","IL",1817,">1500","both"
"2361","IA-MT","MT","IA",1393,"1301-1500","west"
"2362","KS-MT","MT","KS",1321,"1301-1500","west"
"2363","LA-MT","MT","LA",2331,">1500","west"
"2364","MD-MT","MT","MD",2799,">1500","both"
"2365","MN-MT","MT","MN",1174,"1101-1300","west"
"2366","MS-MT","MT","MS",2319,">1500","both"
"2367","MO-MT","MT","MO",1699,">1500","west"
"2368","NE-MT","MT","NE",994,"901-1100","west"
"2369","NV-MT","MT","NV",1025,"901-1100","west"
"2370","NJ-MT","MT","NJ",2898,">1500","both"
"2371","NY-MT","MT","NY",2708,">1500","both"
"2372","ND-MT","MT","ND",696,"501-700","west"
"2373","OH-MT","MT","OH",2278,">1500","both"
"2374","PA-MT","MT","PA",2626,">1500","both"
"2375","SC-MT","MT","SC",2816,">1500","both"
"2376","SD-MT","MT","SD",787,"701-900","west"
"2377","TX-MT","MT","TX",1938,">1500","west"
"2378","UT-MT","MT","UT",872,"701-900","west"
"2379","VA-MT","MT","VA",2727,">1500","both"
"2380","WY-MT","MT","WY",478,"301-500","west"
"2381","PR-MT","MT","PR",5060,">1500","west"
"2382","OR-MT","MT","OR",919,"901-1100","west"
"2383","WV-MT","MT","WV",2532,">1500","both"
"2384","AL-MT","MT","AL",2495,">1500","both"
"2385","AK-MT","MT","AK",3229,">1500","west"
"2386","CO-MT","MT","CO",953,"901-1100","west"
"2387","DE-MT","MT","DE",2897,">1500","both"
"2388","DC-MT","MT","DC",2787,">1500","west"
"2389","HI-MT","MT","HI",5137,">1500","west"
"2390","IN-MT","MT","IN",2040,">1500","both"
"2391","KY-MT","MT","KY",2256,">1500","both"
"2392","ME-MT","MT","ME",3091,">1500","both"
"2393","MA-MT","MT","MA",3016,">1500","both"
"2394","MI-MT","MT","MI",1994,">1500","both"
"2396","NH-MT","MT","NH",2976,">1500","both"
"2397","NM-MT","MT","NM",1432,"1301-1500","west"
"2398","NC-MT","MT","NC",2815,">1500","both"
"2399","OK-MT","MT","OK",1624,">1500","west"
"2400","VI-MT","MT","VI",5220,">1500","west"
"2401","RI-MT","MT","RI",3060,">1500","both"
"2402","TN-MT","MT","TN",2296,">1500","both"
"2403","VT-MT","MT","VT",2879,">1500","both"
"2404","WA-MT","MT","WA",818,"701-900","west"
"2405","WI-MT","MT","WI",1544,">1500","both"
"2406","AS-MT","MT","AS",9106,">1500","west"
"2407","GU-MT","MT","GU",10071,">1500","west"
"2408","MP-MT","MT","MP",9856,">1500","west"
"2409","AZ-NH","NH","AZ",3587,">1500","both"
"2410","AR-NH","NH","AR",2039,">1500","both"
"2411","CA-NH","NH","CA",4077,">1500","both"
"2412","CT-NH","NH","CT",248,"100-300","east"
"2413","FL-NH","NH","FL",1933,">1500","east"
"2414","GA-NH","NH","GA",1604,">1500","east"
"2415","ID-NH","NH","ID",3414,">1500","both"
"2416","IL-NH","NH","IL",1514,">1500","east"
"2417","IA-NH","NH","IA",1795,">1500","both"
"2418","KS-NH","NH","KS",2314,">1500","both"
"2419","LA-NH","NH","LA",2276,">1500","both"
"2420","MD-NH","NH","MD",675,"501-700","east"
"2421","MN-NH","NH","MN",1809,">1500","both"
"2422","MS-NH","NH","MS",1988,">1500","east"
"2423","MO-NH","NH","MO",1848,">1500","both"
"2424","NE-NH","NH","NE",2318,">1500","both"
"2425","NV-NH","NH","NV",3747,">1500","both"
"2426","NJ-NH","NH","NJ",465,"301-500","east"
"2427","NY-NH","NH","NY",329,"301-500","east"
"2428","ND-NH","NH","ND",2280,">1500","both"
"2429","OH-NH","NH","OH",1002,"901-1100","east"
"2430","PA-NH","NH","PA",601,"501-700","east"
"2431","SC-NH","NH","SC",1352,"1301-1500","east"
"2432","SD-NH","NH","SD",2286,">1500","both"
"2433","TX-NH","NH","TX",2783,">1500","both"
"2434","UT-NH","NH","UT",3350,">1500","both"
"2435","VA-NH","NH","VA",922,"901-1100","east"
"2436","WY-NH","NH","WY",2895,">1500","both"
"2437","PR-NH","NH","PR",2863,">1500","both"
"2438","OR-NH","NH","OR",3881,">1500","both"
"2439","WV-NH","NH","WV",942,"901-1100","east"
"2440","AL-NH","NH","AL",1796,">1500","east"
"2441","AK-NH","NH","AK",5332,">1500","both"
"2442","CO-NH","NH","CO",2870,">1500","both"
"2443","DE-NH","NH","DE",616,"501-700","east"
"2444","DC-NH","NH","DC",699,"501-700","both"
"2445","HI-NH","NH","HI",8054,">1500","both"
"2446","IN-NH","NH","IN",1290,"1101-1300","east"
"2447","KY-NH","NH","KY",1344,"1301-1500","east"
"2448","ME-NH","NH","ME",264,"100-300","east"
"2449","MA-NH","NH","MA",158,"100-300","east"
"2450","MI-NH","NH","MI",1053,"901-1100","east"
"2451","MT-NH","NH","MT",2976,">1500","both"
"2453","NM-NH","NH","NM",3134,">1500","both"
"2454","NC-NH","NH","NC",1124,"1101-1300","east"
"2455","OK-NH","NH","OK",2388,">1500","both"
"2456","VI-NH","NH","VI",2948,">1500","both"
"2457","RI-NH","NH","RI",221,"100-300","east"
"2458","TN-NH","NH","TN",1532,">1500","east"
"2459","VT-NH","NH","VT",97,"<100","east"
"2460","WA-NH","NH","WA",3775,">1500","both"
"2461","WI-NH","NH","WI",1475,"1301-1500","east"
"2462","AS-NH","NH","AS",11825,">1500","both"
"2463","GU-NH","NH","GU",12687,">1500","both"
"2464","MP-NH","NH","MP",12466,">1500","both"
"2465","AZ-NM","NM","AZ",511,"501-700","west"
"2466","AR-NM","NM","AR",1253,"1101-1300","west"
"2467","CA-NM","NM","CA",1259,"1101-1300","west"
"2468","CT-NM","NM","CT",3017,">1500","both"
"2469","FL-NM","NM","FL",2325,">1500","both"
"2470","GA-NM","NM","GA",2110,">1500","both"
"2471","ID-NM","NM","ID",1328,"1301-1500","west"
"2472","IL-NM","NM","IL",1622,">1500","both"
"2473","IA-NM","NM","IA",1390,"1301-1500","west"
"2474","KS-NM","NM","KS",826,"701-900","west"
"2475","LA-NM","NM","LA",1375,"1301-1500","west"
"2476","MD-NM","NM","MD",2658,">1500","both"
"2477","MN-NM","NM","MN",1654,">1500","west"
"2478","MS-NM","NM","MS",1536,">1500","both"
"2479","MO-NM","NM","MO",1297,"1101-1300","west"
"2480","NE-NM","NM","NE",963,"901-1100","west"
"2481","NV-NM","NM","NV",1087,"901-1100","west"
"2482","NJ-NM","NM","NJ",2845,">1500","both"
"2483","NY-NM","NM","NY",2807,">1500","both"
"2484","ND-NM","NM","ND",1521,">1500","west"
"2485","OH-NM","NM","OH",2159,">1500","both"
"2486","PA-NM","NM","PA",2586,">1500","both"
"2487","SC-NM","NM","SC",2319,">1500","both"
"2488","SD-NM","NM","SD",1221,"1101-1300","west"
"2489","TX-NM","NM","TX",711,"701-900","west"
"2490","UT-NM","NM","UT",736,"701-900","west"
"2491","VA-NM","NM","VA",2471,">1500","both"
"2492","WY-NM","NM","WY",960,"901-1100","west"
"2493","PR-NM","NM","PR",4309,">1500","west"
"2494","OR-NM","NM","OR",1631,">1500","west"
"2495","WV-NM","NM","WV",2323,">1500","both"
"2496","AL-NM","NM","AL",1796,">1500","both"
"2497","AK-NM","NM","AK",4570,">1500","west"
"2498","CO-NM","NM","CO",510,"501-700","west"
"2499","DE-NM","NM","DE",2768,">1500","both"
"2500","DC-NM","NM","DC",2636,">1500","west"
"2501","HI-NM","NM","HI",5116,">1500","west"
"2502","IN-NM","NM","IN",1859,">1500","both"
"2503","KY-NM","NM","KY",1905,">1500","both"
"2504","ME-NM","NM","ME",3345,">1500","both"
"2505","MA-NM","NM","MA",3098,">1500","both"
"2506","MI-NM","NM","MI",2108,">1500","both"
"2507","MT-NM","NM","MT",1432,"1301-1500","west"
"2508","NH-NM","NM","NH",3134,">1500","both"
"2510","NC-NM","NM","NC",2438,">1500","both"
"2511","OK-NM","NM","OK",795,"701-900","west"
"2512","VI-NM","NM","VI",4491,">1500","west"
"2513","RI-NM","NM","RI",3112,">1500","both"
"2514","TN-NM","NM","TN",1805,">1500","both"
"2515","VT-NM","NM","VT",3054,">1500","both"
"2516","WA-NM","NM","WA",1872,">1500","west"
"2517","WI-NM","NM","WI",1783,">1500","both"
"2518","AS-NM","NM","AS",8695,">1500","west"
"2519","GU-NM","NM","GU",10862,">1500","west"
"2520","MP-NM","NM","MP",10659,">1500","west"
"2521","AZ-NC","NC","AZ",2942,">1500","both"
"2522","AR-NC","NC","AR",1192,"1101-1300","both"
"2523","CA-NC","NC","CA",3588,">1500","both"
"2524","CT-NC","NC","CT",888,"701-900","east"
"2525","FL-NC","NC","FL",820,"701-900","east"
"2526","GA-NC","NC","GA",495,"301-500","east"
"2527","ID-NC","NC","ID",3144,">1500","both"
"2528","IL-NC","NC","IL",1000,"901-1100","east"
"2529","IA-NC","NC","IA",1423,"1301-1500","both"
"2530","KS-NC","NC","KS",1720,">1500","both"
"2531","LA-NC","NC","LA",1275,"1101-1300","both"
"2532","MD-NC","NC","MD",451,"301-500","east"
"2533","MN-NC","NC","MN",1731,">1500","both"
"2534","MS-NC","NC","MS",999,"901-1100","east"
"2535","MO-NC","NC","MO",1208,"1101-1300","both"
"2536","NE-NC","NC","NE",1897,">1500","both"
"2537","NV-NC","NC","NV",3303,">1500","both"
"2538","NJ-NC","NC","NJ",661,"501-700","east"
"2539","NY-NC","NC","NY",887,"701-900","east"
"2540","ND-NC","NC","ND",2191,">1500","both"
"2541","OH-NC","NC","OH",607,"501-700","east"
"2542","PA-NC","NC","PA",608,"501-700","east"
"2543","SC-NC","NC","SC",229,"100-300","east"
"2544","SD-NC","NC","SD",2029,">1500","both"
"2545","TX-NC","NC","TX",1907,">1500","both"
"2546","UT-NC","NC","UT",2875,">1500","both"
"2547","VA-NC","NC","VA",223,"100-300","east"
"2548","WY-NC","NC","WY",2555,">1500","both"
"2549","PR-NC","NC","PR",2302,">1500","both"
"2550","OR-NC","NC","OR",3611,">1500","both"
"2551","WV-NC","NC","WV",362,"301-500","east"
"2552","AL-NC","NC","AL",752,"701-900","east"
"2553","AK-NC","NC","AK",5717,">1500","both"
"2554","CO-NC","NC","CO",2346,">1500","both"
"2555","DE-NC","NC","DE",514,"501-700","east"
"2556","DC-NC","NC","DC",428,"301-500","both"
"2557","HI-NC","NC","HI",7547,">1500","both"
"2558","IN-NC","NC","IN",778,"701-900","east"
"2559","KY-NC","NC","KY",574,"501-700","east"
"2560","ME-NC","NC","ME",1387,"1301-1500","east"
"2561","MA-NC","NC","MA",992,"901-1100","east"
"2562","MI-NC","NC","MI",991,"901-1100","east"
"2563","MT-NC","NC","MT",2815,">1500","both"
"2564","NH-NC","NC","NH",1124,"1101-1300","east"
"2565","NM-NC","NC","NM",2438,">1500","both"
"2567","OK-NC","NC","OK",1643,">1500","both"
"2568","VI-NC","NC","VI",2444,">1500","both"
"2569","RI-NC","NC","RI",961,"901-1100","east"
"2570","TN-NC","NC","TN",632,"501-700","east"
"2571","VT-NC","NC","VT",1107,"1101-1300","east"
"2572","WA-NC","NC","WA",3624,">1500","both"
"2573","WI-NC","NC","WI",1356,"1301-1500","east"
"2574","AS-NC","NC","AS",11043,">1500","both"
"2575","GU-NC","NC","GU",12876,">1500","both"
"2576","MP-NC","NC","MP",12659,">1500","both"
"2577","AZ-OK","OK","AZ",1300,"1101-1300","west"
"2578","AR-OK","OK","AR",468,"301-500","west"
"2579","CA-OK","OK","CA",1986,">1500","west"
"2580","CT-OK","OK","CT",2251,">1500","both"
"2581","FL-OK","OK","FL",1609,">1500","both"
"2582","GA-OK","OK","GA",1336,"1301-1500","both"
"2583","ID-OK","OK","ID",1756,">1500","west"
"2584","IL-OK","OK","IL",884,"701-900","both"
"2585","IA-OK","OK","IA",800,"701-900","west"
"2586","KS-OK","OK","KS",331,"301-500","west"
"2587","LA-OK","OK","LA",719,"701-900","west"
"2588","MD-OK","OK","MD",1874,">1500","both"
"2589","MN-OK","OK","MN",1222,"1101-1300","west"
"2590","MS-OK","OK","MS",788,"701-900","both"
"2591","MO-OK","OK","MO",544,"501-700","west"
"2592","NE-OK","OK","NE",690,"501-700","west"
"2593","NV-OK","OK","NV",1741,">1500","west"
"2594","NJ-OK","OK","NJ",2067,">1500","both"
"2595","NY-OK","OK","NY",2059,">1500","both"
"2596","ND-OK","OK","ND",1340,"1301-1500","west"
"2597","OH-OK","OK","OH",1393,"1301-1500","both"
"2598","PA-OK","OK","PA",1818,">1500","both"
"2599","SC-OK","OK","SC",1531,">1500","both"
"2600","SD-OK","OK","SD",1010,"901-1100","west"
"2601","TX-OK","OK","TX",486,"301-500","west"
"2602","UT-OK","OK","UT",1319,"1301-1500","west"
"2603","VA-OK","OK","VA",1679,">1500","both"
"2604","WY-OK","OK","WY",1194,"1101-1300","west"
"2605","PR-OK","OK","PR",3609,">1500","west"
"2606","OR-OK","OK","OR",2172,">1500","west"
"2607","WV-OK","OK","WV",1537,">1500","both"
"2608","AL-OK","OK","AL",1032,"901-1100","both"
"2609","AK-OK","OK","AK",4848,">1500","west"
"2610","CO-OK","OK","CO",807,"701-900","west"
"2611","DE-OK","OK","DE",1983,">1500","both"
"2612","DC-OK","OK","DC",1851,">1500","west"
"2613","HI-OK","OK","HI",5907,">1500","west"
"2614","IN-OK","OK","IN",1099,"901-1100","both"
"2615","KY-OK","OK","KY",1114,"1101-1300","both"
"2616","ME-OK","OK","ME",2615,">1500","both"
"2617","MA-OK","OK","MA",2337,">1500","both"
"2618","MI-OK","OK","MI",1410,"1301-1500","both"
"2619","MT-OK","OK","MT",1624,">1500","west"
"2620","NH-OK","OK","NH",2388,">1500","both"
"2621","NM-OK","OK","NM",795,"701-900","west"
"2622","NC-OK","OK","NC",1643,">1500","both"
"2624","VI-OK","OK","VI",3785,">1500","west"
"2625","RI-OK","OK","RI",2346,">1500","both"
"2626","TN-OK","OK","TN",1010,"901-1100","both"
"2627","VT-OK","OK","VT",2315,">1500","both"
"2628","WA-OK","OK","WA",2306,">1500","west"
"2629","WI-OK","OK","WI",1190,"1101-1300","both"
"2630","AS-OK","OK","AS",9465,">1500","west"
"2631","GU-OK","OK","GU",11519,">1500","west"
"2632","MP-OK","OK","MP",11311,">1500","west"
"2633","AZ-VI","VI","AZ",4989,">1500","west"
"2634","AR-VI","VI","AR",3335,">1500","west"
"2635","CA-VI","VI","CA",5746,">1500","west"
"2636","CT-VI","VI","CT",2755,">1500","both"
"2637","FL-VI","VI","FL",2177,">1500","both"
"2638","GA-VI","VI","GA",2497,">1500","both"
"2639","ID-VI","VI","ID",5490,">1500","west"
"2640","IL-VI","VI","IL",3413,">1500","both"
"2641","IA-VI","VI","IA",3835,">1500","west"
"2642","KS-VI","VI","KS",3988,">1500","west"
"2643","LA-VI","VI","LA",3117,">1500","west"
"2644","MD-VI","VI","MD",2632,">1500","both"
"2645","MN-VI","VI","MN",4175,">1500","west"
"2646","MS-VI","VI","MS",2997,">1500","both"
"2647","MO-VI","VI","MO",3531,">1500","west"
"2648","NE-VI","VI","NE",4249,">1500","west"
"2649","NV-VI","VI","NV",5524,">1500","west"
"2650","NJ-VI","VI","NJ",2665,">1500","both"
"2651","NY-VI","VI","NY",2974,">1500","both"
"2652","ND-VI","VI","ND",4628,">1500","west"
"2653","OH-VI","VI","OH",3042,">1500","both"
"2654","PA-VI","VI","PA",2853,">1500","both"
"2655","SC-VI","VI","SC",2407,">1500","both"
"2656","SD-VI","VI","SD",4436,">1500","west"
"2657","TX-VI","VI","TX",3798,">1500","west"
"2658","UT-VI","VI","UT",5104,">1500","west"
"2659","VA-VI","VI","VA",2590,">1500","both"
"2660","WY-VI","VI","WY",4898,">1500","west"
"2661","PR-VI","VI","PR",189,"100-300","west"
"2662","OR-VI","VI","OR",5937,">1500","west"
"2663","WV-VI","VI","WV",2782,">1500","both"
"2664","AL-VI","VI","AL",2768,">1500","both"
"2665","AK-VI","VI","AK",8142,">1500","west"
"2666","CO-VI","VI","CO",4586,">1500","west"
"2667","DE-VI","VI","DE",2576,">1500","both"
"2668","DC-VI","VI","DC",2630,">1500","west"
"2669","HI-VI","VI","HI",9445,">1500","west"
"2670","IN-VI","VI","IN",3214,">1500","both"
"2671","KY-VI","VI","KY",2972,">1500","both"
"2672","ME-VI","VI","ME",3092,">1500","both"
"2673","MA-VI","VI","MA",2802,">1500","both"
"2674","MI-VI","VI","MI",3412,">1500","both"
"2675","MT-VI","VI","MT",5220,">1500","west"
"2676","NH-VI","VI","NH",2948,">1500","both"
"2677","NM-VI","VI","NM",4491,">1500","west"
"2678","NC-VI","VI","NC",2444,">1500","both"
"2679","OK-VI","VI","OK",3785,">1500","west"
"2681","RI-VI","VI","RI",2735,">1500","both"
"2682","TN-VI","VI","TN",2924,">1500","both"
"2683","VT-VI","VI","VT",3013,">1500","both"
"2684","WA-VI","VI","WA",6008,">1500","west"
"2685","WI-VI","VI","WI",3800,">1500","both"
"2686","AS-VI","VI","AS",12150,">1500","west"
"2687","GU-VI","VI","GU",15284,">1500","west"
"2688","MP-VI","VI","MP",15072,">1500","west"
"2689","AZ-RI","RI","AZ",3581,">1500","both"
"2690","AR-RI","RI","AR",1967,">1500","both"
"2691","CA-RI","RI","CA",4108,">1500","both"
"2692","CT-RI","RI","CT",95,"<100","east"
"2693","FL-RI","RI","FL",1753,">1500","east"
"2694","GA-RI","RI","GA",1452,"1301-1500","east"
"2695","ID-RI","RI","ID",3482,">1500","both"
"2696","IL-RI","RI","IL",1493,"1301-1500","east"
